B,BNNB,NBNB,NBNB,C,D,NBNB,NBNB,FF,A
THE PHOENIX MILLS LIMITED & SUBSIDIARIES & SECOND TIER SUBSIDIARIES & ASSOCIATED GROUP COMPANIES,,,,MUMBAI,400011,0.1,1,212505981,906
THE PHOENIX MILLS LIMITED & SUBSIDIARIES & SECOND TIER SUBSIDIARIES & ASSOCIATED GROUP COMPANIES,,,,MUMBAI,400011,0.1,1,212505982,907
BALWARIA SECURITY SERVICES PRIVATE LIMITED,,,,NOIDA ,201301,0.1,1,212505983,908
E5 INFRASTRUCTURE (P) LTD - GAWAR CONSTRUCTION LIMITED (JV) & NATIONAL HIGHWAYS AUTHORITY OF INDIA,,,,HISAR,125001,0.1,1,212505984,909
UMICORE AUTOCAT INDIA PVT LTD,,,,MUMBAI,400051,0.1,1,212505985,910
WEBASTO ROOFSYSTEMS INDIA PVT LTD,,,,PUNE,412208,0.1,1,212505986,911
ASIAN HEART INSITUTE & RESEARCH CENTRE PVT LTD,,,,MUMBAI,400051,0.1,1,212505987,912
JUNGHEINRICH LIFT TRUCK INDIA PRIVATE LIMITED,,,,MUMBAI,400076,0.1,1,212505988,913
FERRO CEMENTS PRE FAB PVT LTD,,,,BANGALORE,562107,0.1,1,212505990,914
KIRLOSKAR PNEUMATIC COMPANY LIMITED,,,,FARIDABAD,121002,0.1,1,212505991,915
KIRLOSKAR PNEUMATIC COMPANY LIMITED,,,,VELLORE,631003,0.1,1,212505992,916
PETRONAS LUBRICANTS INDIA PVT LTD,,,,MUMBAI,400093,0.1,1,212505993,917
EFKON INDIA PVT LTD,,,,MUMBAI,400079,0.1,1,212505994,918
VISHNU FABRICS,,,,THANE,421302,0.1,1,212505995,919
DORMAKABA INDIA PRIVATE LIMITED,,,,KANCHIPURAM,603002,0.1,1,212505756,920
INOX WIND LIMITED,,,,NOIDA,201301,0.1,1,212505757,921
VIDRES INDIA CERAMICS PRIVATE LIMITED,,,,AHMEDABAD,380054,0.1,1,212505758,922
TRUPIK FOODS PRIVATE LIMITED,,,,GURGAON,122050,0.1,1,212505759,923
GOLD PLUS GLASS INDUSTRY LIMITED,,,,DELHI,110086,0.1,1,212505760,924
GOLD PLUS GLASS INDUSTRY LIMITED,,,,DELHI,110086,0.1,1,212505761,925
WEST INDIA CONTINENTAL OILS AND FATS P LTD,,,,MUMBAI,400010,0.1,1,212505762,926
AURUS GLOBAL LLP,,,,MUMBAI,400056,0.1,1,212505763,927
ASSOCIATED POWER STRUCTURES PVT LTD,,,,VADODARA,390010,0.1,1,212505776,928
TECHNO ELECTRIC AND ENGINEERING CO LTD,,,,KOLKATA,700016,0.1,1,212505778,929
TECHNO ELECTRIC AND ENGINEERING CO LTD,,,,KOLKATA,700016,0.1,1,212505778,930
TRIMAC PRODUCTS PVT LTD,,,,NEW DELHI,110015,0.1,1,212505779,931
RELIANCE INDUSTRIES LTD.,,,,JAMNAGAR,361170,0.1,1,212505780,932
RELIANCE INDUSTRIES LTD.,,,,NAVI MUMBAI,400701,0.1,1,212505781,933
RELIANCE INDUSTRIES LTD.,,,,JAMNAGAR,361170,0.1,1,212505782,934
NAYARA ENERGY LIMITED,,,,JAMNAGAR,361305,0.1,1,212505783,935
ARBUDA TRADERS,,,,RAJKOT,360001,0.1,1,212505784,936
POLYCAB INDIA LTD,,,,MUMBAI,400038,0.1,1,212505785,937
FUGRO SURVEY (INDIA) PVT LTD,,,,THANE,400706,0.1,1,212505786,938
WAL MART INDIA PRIVATE LIMITED,,,,BANGALORE,560103,0.1,1,212505787,939
INSTAKART SERVICES PVT LTD,,,,BANGALORE,560103,0.1,1,212505788,940
INSTAKART SERVICES PVT LTD,,,,BANGALORE,560103,0.1,1,212505789,941
DELHI CARGO SERVICE CENTER PRIVATE LIMITED,,,,NEW DELHI,110037,0.1,1,212505790,942
GUJARAT STATE WAREHOUSING CORPORATION,,,,AHMEDABAD,380001,0.1,1,212505791,943
MS SHAM SUNDER &AMP; CO,,,,AMRITSAR,143001,0.1,1,212505792,944
CHAMBAL FERTILISERS & CHEMICALS LTD,,,,KOTA,325208,0.1,1,212505793,945
SRI BALAJI INDUSTRIAL SERVICES,,,,JAMNAGAR,361006,0.1,1,212505794,946
NAWANAGAR CONSTRUCTION,,,,JAMNAGAR,361001,0.1,1,212505795,947
GETINGE MEDICAL INDIA PVT LTD,,,,MUMBAI,400099,0.1,1,212505656,948
CREAMLINE DAIRY PRODUCTS LIMITED,,,,HYDERABAD ,500082,0.1,1,212505657,949
GUS EDUCATION INDIA LLP,,,, HYDERABAD,500081,0.1,1,212505658,950
WDTS INDIA PRIVATE LIMITED,,,,GURGAON,122015,0.1,1,212505956,951
PATONA TECHNOLOGIES INDIA PVT LTD,,,,PUNE,411014,0.1,1,212505957,952
PROCLOZ SERVICES PVT LTD,,,,NEW DELHI,110085,0.1,1,212505958,953
MOJO MARKETS PRIVATE LIMITED,,,,MUMBAI,400080,0.1,1,212505959,954
PIRAMAL PHARMA LTD,,,,MUMBAI,400083,0.1,1,212505960,955
NEXG IOT SOLUTIONS PRIVATE LIMITED,,,,GHAZIABAD,201005,0.1,1,212505961,956
SUJA ASSOCIATES PRIVATE LIMITED,,,, HYDERABAD,500003,0.1,1,212505962,957
ECLINICALWORKS INDIA PRIVATE LIMITED,,,,AHMEDABAD,380015,0.1,1,212505963,958
VRVS INDIA PRIVATE LIMITED,,,,BANGALORE,560098,0.1,1,212505964,959
CARNATION INFOTECH PVT LTD,,,,LUCKNOW,226010,0.1,1,212505965,960
WINGS PHARMACEUTICALS PVT LTD,,,,SOLAN,173205,0.1,1,212505966,961
TAGROS CHEMICALS INDIA PRIVATE LIMITED,,,,BHARUCH,392001,0.1,1,212505967,962
V3 STAFFING SOLUTIONS INDIA PRIVATE LIMITED,,,,HYDERABAD,500034,0.1,1,212505968,963
IND INNOVATIONS,,,,GAUTAM BUDH NAGAR,201305,0.1,1,212505969,964
ANCHOR ASSOCIATES,,,,HYDERABAD,500083,0.1,1,212505970,965
ESCAPE VELOCITY DIGITAL PVT LTD,,,, HYDERABAD ,500033,0.1,1,212505971,966
PROTEANTECS INDIA PVT LTD,,,,PUNE,411016,0.1,1,212505972,967
CANIAS ERP PVT LTD,,,,PUNE,411028,0.1,1,212505973,968
ASPIRARE TECHNOLOGIES PRIVATE LIMITED,,,,BANGALORE,560062,0.1,1,212505974,969
EPAM SYSTEMS INDIA PVT LTD,,,,HYDERABAD,500081,0.1,1,212505975,970
RAZORPAY SOFTWARE PRIVATE LIMITED,,,,BANGALORE,560030,0.1,1,212505936,971
OBJECTWIN INTERNATIONAL PVT LTD,,,,BANGALORE,560076,0.1,1,212505937,972
MRESULT SERVICES PVT LTD,,,,BANGALORE,560048,0.1,1,212505938,973
VERIFICIENT SOLUTIONS PVT LTD,,,,PUNE,411014,0.1,1,212505939,974
IFB INDUSTRIES LTD,,,,KOLKATA,700107,0.1,1,212505940,975
DENTSPLY INDIA PVT LTD,,,,NEW DELHI,110041,0.1,1,212505941,976
PUTZMEISTER CONCRETE MACHINES PVT LTD,,,,SOUTH GOA,403722,0.1,1,212505942,977
GREEDYGAME MEDIA PRIVATE LIMITED,,,,BANGALORE,560102,0.1,1,212505943,978
AWC SOFTWARE PVT LTD,,,,NOIDA,201301,0.1,1,212505944,979
REVAL ANALYTICAL SERVICES PVT LTD,,,,PUNE,411016,0.1,1,212505945,980
FISHER & PAYKEL HEALTHCARE INDIA PVT LTD,,,,BANGALORE,560064,0.1,1,212505946,981
RELYSYS TECHNOLOGIES INDIA PRIVATE LIMITED,,,,BANGALORE,560078,0.1,1,212505947,982
COMPU INFOTECH,,,,AHMEDABAD,380013,0.1,1,212505948,983
ARVAL INDIA PVT LTD,,,,MUMBAI,400059,0.1,1,212505949,984
KUTUMBH CARE PVT. LTD.,,,,NOIDA,201301,0.1,1,212505950,985
MA IT SOLUTIONS PRIVATE LIMITED,,,,HYDERABAD,500081,0.1,1,212505951,986
TEKFRIDAY PROCESSING SOLUTIONS PRIVATE LIMITED,,,,HYDERABAD,500034,0.1,1,212505952,987
COMBINO INFORMATION TECHNOLOGIES,,,,HYDERABAD,500072,0.1,1,212505953,988
TCP WAVE PRIVATE LIMITED,,,,HYDERABAD,500032,0.1,1,212505954,989
BMC CONSULTANCY SERVICES PVT LIMITED,,,,PUNE,411021,0.1,1,212505955,990
MERINO CONSULTING SERVICES LIMITED,,,,NEW DELHI,110015,0.1,1,212505659,991
JELLYFISH TECHNOLOGIES PRIVATE LIMITED,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212505660,992
MAGNUM NETWORKS SUPPORT PRIVATE LIMITED,,,,BANGALORE,560102,0.1,1,212505661,993
NATCO PHARMA LIMITED,,,,HYDERABAD,500034,0.1,1,212505662,994
SUJA ASSOCIATES PRIVATE LIMITED,,,,HYDERABAD ,500003,0.1,1,212505663,995
PRIMETALS TECHNOLOGIES INDIA PRIVATE LIMITED,,,,THANE,400705,0.1,1,212505664,996
ADDWEB SOLUTION PRIVATE LIMITED,,,,AHMEDABAD,380009,0.1,1,212505665,997
MOL MANNING SERVICE S.A. C/O MOL MARITIME (INDIA) PVT.LTD,,,,MUMBAI,400059,0.1,1,212505666,998
NAVIG8 INDIA PRIVATE LIMITED,,,,GURGAON,122002,0.1,1,212505667,999
ARCELORMITTAL NIPPON STEEL INDIA LIMITED,,,,SURAT,394270,0.1,1,212505668,1000
DUFLON INDUSTRIES PVT LTD,,,,GANDHI NAGAR,382721,0.1,1,212505669,1001
NIHARIKA PROJECTS,,,,HYDERABAD ,500033,0.1,1,212505670,1002
DHARMANANDAN DIAMONDS PVT LTD,,,,SURAT,394230,0.1,1,212505671,1003
GVW TECHNOLOGIES PRIVATE LIMITED,,,,CHENNAI,600015,0.1,1,212505672,1004
TECHZERT SOFTWARE PVT. LTD,,,,HYDERABAD ,500033,0.1,1,212505673,1005
KINESSO INDIA PRIVATE LIMITED.,,,,MUMBAI,400072,0.1,1,212505674,1006
EVOLGENCE TELECOM SYSTEMS PVT LTD,,,, HYDERABAD,500081,0.1,1,212505675,1007
JEWELLS TO JEWELLERY,,,,MUMBAI,400004,0.1,1,212505516,1008
JASRAJ JEWELLERS,,,,SUNDARGARH,769001,0.1,1,212505517,1009
GAUTAM GOLD,,,,MUMBAI,400002,0.1,1,212505518,1010
VALLABH GOLD,,,,MUMBAI,400002,0.1,1,212505519,1011
AASHIRWAD ORNAMENTS,,,,NAGPUR,440002,0.1,1,212505520,1012
DHANYA GOLD,,,,MUMBAI,400002,0.1,1,212505521,1013
PRAVIN JEWELLERS,,,,MUMBAI,400057,0.1,1,212505522,1014
R J GOLD,,,,MUMBAI,400002,0.1,1,212505523,1015
SUN GOLD,,,,MUMBAI,400002,0.1,1,212505524,1016
SHA ACHALDAS AMICHAND SHROFF JEWELLERS / ABHUSHAN JEWELLERS / VIERA CZ JEWELLERY LLP,,,,MUMBAI,400015,0.1,1,212505525,1017
FINESSE JEWELS / MANISH JEWELLERS,,,,MUMBAI,400002,0.1,1,212505526,1018
SWARN BHAVYA MANGAL JEWELS PVT LTD,,,,MUMBAI,400002,0.1,1,212505527,1019
HREENKAAR JEWELLERS,,,,MUMBAI,400002,0.1,1,212505528,1020
REGAL CREATIONS,,,,MUMBAI,400002,0.1,1,212505529,1021
MCLEOD RUSSEL INDIA LTD,,,,KOLKATA,700001,0.1,1,212505530,1022
DALMIA BHARAT SUGAR AND INDUSTRIES LTD,,,,SHAHJAHANPUR,242001,0.1,1,212505531,1023
LAVA INTERNATIONAL LTD,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212505532,1024
YASH TECHNOLOGIES PVT LTD,,,,PUNE,411057,0.1,1,212505533,1025
TECHNO ELECTRIC & ENGG CO. LTD,,,,KOLKATA,700001,0.1,1,212505534,1026
OM ASSOCIATES,,,,BHUBANESWAR,751021,0.1,1,212505535,1027
EUCLID INNOVATIONS PRIVATE LIMITED,,,,HYDERABAD,500032,0.1,1,212505616,1028
AGILIAD TECHNOLOGIES PVT LTD,,,,PUNE,411001,0.1,1,212505617,1029
BSE LIMITED,,,,MUMBAI,400001,0.1,1,212505618,1030
TULIP DIAGNOSTICS PVT LTD.,,,,NORTH GOA,403201,0.1,1,212505619,1031
KELLOGG BROWN & ROOT ENGINEERING & CONSTRUCTION INDIA PVT LTD,,,,GURGAON,122002,0.1,1,212505620,1032
FAR N PAR INDIA PVT LTD,,,,BANJARA HILLS,500034,0.1,1,212505621,1033
IFB INDUSTRIES LTD,,,,KOLKATA,700107,0.1,1,212505622,1034
ICICI PRUDENTIAL LIFE INSURANCE CO. LTD,,,,MUMBAI,400101,0.1,1,212505623,1035
SHARDUL AMARCHAND MANGALDAS & CO,,,,NEW DELHI,110020,0.1,1,212505624,1036
CYRIL AMARCHAND MANGALDAS,,,,MUMBAI,400013,0.1,1,212505625,1037
ALEPO TECHNOLOGIES PVT LTD,,,,THANE,400710,0.1,1,212505626,1038
JANANI WATER TECHNOLOGIES PVT LTD,,,,BANGALORE,560085,0.1,1,212505627,1039
4A DESIGN & ENGINEERING PRIVATE LIMITED,,,,CHENNAI,600032,0.1,1,212505628,1040
YASH TECHNOLOGIES PVT LTD,,,,INDORE,452001,0.1,1,212505629,1041
FE FUNDINFO (INDIA) PRIVATE LIMITED,,,,CHENNAI,600032,0.1,1,212505630,1042
CLASSIC LABOUR ADVISORY SERVICES PVT.LTD,,,,MUMBAI,400053,0.1,1,212505631,1043
PROCTER AND GAMBLE HOME PRODUCTS PRIVATE LIMITED,,,,MUMBAI,400099,0.1,1,212505632,1044
KELLOGG BROWN & ROOT ENGINEERING & CONSTRUCTION INDIA PVT LTD,,,,GURGAON,122002,0.1,1,212505633,1045
THE AMERICAN EMBASSY SCHOOL,,,,NEW DELHI,110067,0.1,1,212505634,1046
UNISLINK PVT LTD,,,, HYDERABAD,500018,0.1,1,212505635,1047
SPHINX SOLUTIONS PRIVATE LIMITED,,,,PUNE,411042,0.1,1,212505636,1048
BSE LIMITED,,,,MUMBAI,400001,0.1,1,212505637,1049
INFOSENSE PVT LTD,,,,GANDHINAGAR,382001,0.1,1,212505638,1050
BARRY CALLEBAUT INDIA PVT LTD,,,,PUNE,413133,0.1,1,212505639,1051
AASEYA IT SERVICES PRIVATE LIMITED,,,, HYDERABAD ,500081,0.1,1,212505640,1052
EXOTIC ESCAPES INDIA PRIVATE LIMITED,,,,NEW DELHI,110091,0.1,1,212505641,1053
INTELLIGENT RETAIL PRIVATE LIMITED,,,,BANGALORE,560102,0.1,1,212505642,1054
OPEN ACCESS TECHNOLOGY INDIA PVT LTD,,,,MOHALI,160071,0.1,1,212505643,1055
GIFTING ONLINE INDIA PRIVATE LIMITED,,,,HYDERABAD ,500003,0.1,1,212505644,1056
PRAGMATICPLAY INDIA PRIVATE LIMITED,,,,NOIDA,201301,0.1,1,212505645,1057
PEPCUS SOFTWARE SERVICES PRIVATE LIMITED,,,,INDORE,452001,0.1,1,212505646,1058
VERTIV ENERGY PRIVATE LIMITED,,,,THANE,400604,0.1,1,212505647,1059
EDVENSWA TECH PRIVATE LIMITED,,,, HYDERABAD,500072,0.1,1,212505648,1060
GALAXY SURFACTANTS LIMITED,,,,THANE,400705,0.1,1,212505649,1061
ADANI WILMAR LTD,,,,AHMEDABAD,380009,0.1,1,212505650,1062
AMM INDIA PRIVATE LIMITED,,,,BANGALORE,560078,0.1,1,212505651,1063
SOURCEFUSE TECHNOLOGIES INDIA PVT LTD,,,,NOIDA,201301,0.1,1,212505652,1064
SPAR SOLUTIONS INDIA PVT LTD,,,,PUNE,411060,0.1,1,212505653,1065
EGELHOF CONTROLS INDIA PVT LTD,,,,NOIDA,201306,0.1,1,212505654,1066
ITTI PRIVATE LIMITED,,,,BANGALORE,560029,0.1,1,212505655,1067
SHRI SAI LIFTER,,,,REWARI,123401,0.1,1,212506036,1068
TARA CHAND,,,,PITHORAGARH,262501,0.1,1,212506037,1069
SIDHANT SAFEX PVT LTD,,,,CHANDIGARH,160026,0.1,1,212506038,1070
M/S SAINIK MINING & ALLIED SERVICES LTD,,,,KORBA,495677,0.1,1,212506039,1071
M/S SAINIK MINING & ALLIED SERVICES LTD,,,,KORBA,495677,0.1,1,212506040,1072
MATRIXCARE INDIA PVT LTD,,,,CHENNAI,600089,0.1,1,212506041,1073
GODREJ PROPERTIES LTD,,,,MUMBAI,400001,0.1,1,212506042,1074
D V G TECH SOLUTIONS PRIVATE LIMITED,,,,HYDERABAD,500033,0.1,1,212506043,1075
TENAZX TECHNOLOGIES PRIVATE LIMITED,,,,HYDERABAD,500033,0.1,1,212506044,1076
REVIVE REALITY LTD,,,,NAVI MUMBAI,400705,0.1,1,212506045,1077
AVNIK AGRITECH PRIVATE LIMITED,,,,INDORE,452011,0.1,1,212506046,1078
SIKSHA O ANUSANDHAN,,,,KHORDA,751003,0.1,1,212506047,1079
RCCPL PRIVATE LIMITED,,,,KOLKATA,700071,0.1,1,212506048,1080
IBASET INDIA SOFTWARE PRIVATE LIMITED,,,,AHMEDABAD,380054,0.1,1,212506049,1081
SAMSUNG C&T INDIA PRIVATE LIMITED,,,,MUMBAI,400051,0.1,1,212506050,1082
ACG PHARMA TECHNOLOGIES PVT LTD,,,,SATARA,412801,0.1,1,212506051,1083
KLOECKNER DESMA MACHINERY PVT. LTD.,,,,AHMEDABAD,382430,0.1,1,212506052,1084
PAREKH INTEGRATED SERVICES PVT LTD,,,,NEW DELHI,110020,0.1,1,212506053,1085
BLUE DART EXPRESS LTD,,,,MUMBAI,400099,0.1,1,212506054,1086
CHANRAI CONSULTANTS LLP,,,,MUMBAI,400021,0.1,1,212506055,1087
RAHEJA VISTAS CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400072,0.1,1,212506016,1088
RAVI KUMAR GOLKONDA,,,,RANGAREDDY,500072,0.1,1,212506017,1089
SK GARG PHARMA,,,,DELHI,110039,0.1,1,212506018,1090
UMIYA AGRO INDUSTRIES,,,,GANDHINAGAR,382721,0.1,1,212506019,1091
RUCHI SOYA INDUSTRIES LIMITED,,,,MIDNAPORE,721807,0.1,1,212506020,1092
VANSA BIOTECH PVT LTD,,,,THANE,401506,0.1,1,212506021,1093
PETRONAS LUBRICANTS INDIA PVT LTD,,,,MUMBAI,400093,0.1,1,212506022,1094
M/S KAMIKA INTERNATIONAL,,,,LUDHIANA,141112,0.1,1,212506023,1095
BILLSON STAINLESS PRIVATE LIMITED,,,,LUDHIANA,141120,0.1,1,212506024,1096
DATA INGENIOUS GLOBAL LIMITED,,,,JAIPUR,302018,0.1,1,212506025,1097
RAHEJA VISTAS CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400072,0.1,1,212506026,1098
TEGA INDUSTRIES  LTD,,,,KOLKATA,700053,0.1,1,212506027,1099
M/S KAMIKA INTERNATIONAL,,,,LUDHIANA,141112,0.1,1,212506028,1100
RAVENBHEL HEALTH CARE PVT LTD,,,,JAMMU,180001,0.1,1,212506029,1101
R.P. MULTIMETALS PVT. LTD.,,,,FATEHGARH SAHIB,147301,0.1,1,212506030,1102
RAHEJA VISTAS CO OPERATIVE HOUSING SOCIETY LIMITED,,,,MUMBAI,400072,0.1,1,212506031,1103
R.P. MULTIMETALS PVT. LTD.,,,,FATEHGARH SAHIB,147301,0.1,1,212506032,1104
STERLING AND WILSON PRIVATE LIMITED,,,,FARIDABAD,121002,0.1,1,212506033,1105
M/S SANDEEP GARG &AMP; COMPANY,,,,KACHHA,370410,0.1,1,212506034,1106
SHRI SAI LIFTER,,,,REWARI,123401,0.1,1,212506035,1107
MAA HARSIDDHI INFRA DEVELOPERS PVT LTD,,,,RAIPUR,492015,0.1,1,212505576,1108
MAA HARSIDDHI INFRA DEVELOPERS PVT LTD,,,,RAIPUR,492015,0.1,1,212505577,1109
M/S MADNANI ENGINEERINGS WORKS,,,,KANPUR,208022,0.1,1,212505578,1110
M/S MADNANI ENGINEERINGS WORKS,,,,KANPUR,208022,0.1,1,212505579,1111
KEI INDUSTRIES LIMITED,,,,MUMBAI,400093,0.1,1,212505580,1112
IBCC INDUSTRIES (INDIA) PRIVATE LIMITED,,,,AHMEDABAD,382220,0.1,1,212505581,1113
MARTIN AND HARRIS LABORATORIES LTD,,,,HARIDWAR,247656,0.1,1,212505582,1114
TRAVEL CORPORATION (INDIA) LTD,,,,GURGAON,122001,0.1,1,212505583,1115
ANNAPURNA FINANCE PRIVATE LIMITED,,,,KHORDA,751030,0.1,1,212505584,1116
HMSHOST SERVICES INDIA PVT. LTD,,,, HYDERABAD,500409,0.1,1,212505585,1117
SYNERGY ACE SOLUTIONS PVT. LTD,,,,MUMBAI,400069,0.1,1,212505586,1118
BRIDGE FINTECH SOLUTIONS PRIVATE LIMITED,,,,BANGALORE,560095,0.1,1,212505587,1119
CENTAUR PHARMACETICALS PVT. LTD.,,,,MUMBAI,400055,0.1,1,212505588,1120
INDIA FACTORING AND FINANCE SOLUTIONS PRIVATE LIMITED,,,,MUMBAI,400098,0.1,1,212505589,1121
AVS LOGISTIC INDIA,,,,NEW DELHI,110092,0.1,1,212505590,1122
MRIDA GREENS & DEVELOPMENT PRIVATE LIMITED,,,,NEW DELHI,110019,0.1,1,212505591,1123
MSKH SEATING SYSTEMS INDIA (P) LTD.,,,,PUNE,410501,0.1,1,212505592,1124
METROPOLITAN MEDIA COMPANY LIMITED,,,,BANGALORE,560004,0.1,1,212505593,1125
JAISURYA STAFFING SERVICES PVT LTD,,,,CHENNAI,600015,0.1,1,212505594,1126
WORLDWIDE MEDIA PRIVATE LIMITED,,,,MUMBAI,400001,0.1,1,212505595,1127
INDO AUTOTECH LIMITED,,,,ALWAR,301707,0.1,1,212505556,1128
APRAAVA WIND ENERGY THENI PROJECT II PVT LTD,,,,MUMBAI,400099,0.1,1,212505557,1129
TROIKAA PHARMACEUTICALS LIMITED,,,,AHMEDABAD,380054,0.1,1,212505558,1130
SANJAY CHEMICALS (INDIA) PVT. LTD,,,,MUMBAI,400009,0.1,1,212505559,1131
WAL MART INDIA PRIVATE LIMITED,,,,BANGALORE,560103,0.1,1,212505560,1132
LARSEN AND TOUBRO LIMITED,,,,MUMBAI,400072,0.1,1,212505561,1133
APRAAVA WIND ENERGY (KHANDKE) PRIVATE LIMITED,,,,MUMBAI,400099,0.1,1,212505562,1134
AXALTA COATING SYSTEMS INDIA PRIVATE LIMITED,,,,GURGAON,122003,0.1,1,212505563,1135
SANDHAR TECHNOLOGIES LTD.,,,,NEW DELHI,110029,0.1,1,212505564,1136
SBI FUNDS MANAGEMENT LIMITED,,,,MUMBAI,400051,0.1,1,212505565,1137
APRAAVA RENEWABLE ENERGY PVT. LTD.,,,,MUMBAI,400099,0.1,1,212505566,1138
COLORS & EFFECTS INDIA PRIVATE LIMITED,,,,THANE,400705,0.1,1,212505567,1139
THERMO FISHER SCIENTIFIC INDIA PVT. LTD.,,,,MUMBAI,400076,0.1,1,212505568,1140
CRANE WORLDWIDE LOGISTICS INDIA PVT.LTD.,,,,MUMBAI,400059,0.1,1,212505569,1141
NESTLE INDIA LIMITED,,,,GURGAON,122002,0.1,1,212505570,1142
NESTLE R&D CENTRE INDIA PRIVATE LIMITED,,,,NEW DELHI,110010,0.1,1,212505571,1143
WONDER CITY BUILDCON PVT. LTD,,,,GURGAON,122001,0.1,1,212505572,1144
P S GROUP REALTY PRIVATE LIMITED,,,,NORTH 24 PARGANAS,700105,0.1,1,212505573,1145
MODERN STONE CRUSHERS PVT LTD,,,,UDHAM SINGH NAGAR,244713,0.1,1,212505574,1146
TRANSTEK ENGINEERS & SERVICES PVT LTD,,,,PATNA,800023,0.1,1,212505575,1147
M/S CONSTELLATION PROJECTS,,,,NEW DELHI,110008,0.1,1,212505536,1148
GMR WARORA ENERGY LIMITED,,,,CHANDRAPUR,442401,0.1,1,212505537,1149
THE PRESIDENT OF INDIA COMMISSIONER OF CUSTOMS CHENNAI SEA BONDS A/C. SOLARA ACTIVE PHARMA SCIENCES LIMITED,,,,CHENNAI,600032,0.1,1,212505538,1150
SI GROUP INDIA PVT LTD,,,,THANE,400705,0.1,1,212505539,1151
GHCL LIMITED,,,,JUNAGADH,362265,0.1,1,212505540,1152
XIAOMI TECHNOLOGY INDIA PRIVATE LIMITED,,,,BANGALORE,560103,0.1,1,212505541,1153
CHEMPLAST SANMAR LTD,,,,CHENNAI,600086,0.1,1,212505542,1154
JAKSON LIMITED,,,,GAUTAM BUDDHA NAGAR,201306,0.1,1,212505543,1155
M S RAM RATNA WIRES LTD,,,,DADRA & NAGAR HAVELI,396230,0.1,1,212505544,1156
CHOGORI INDIA RETAIL LTD,,,,NEW DELHI,110044,0.1,1,212505545,1157
SHREE CEMENT LIMITED,,,,AJMER,305901,0.1,1,212505546,1158
INDO AUTOTECH LIMITED,,,,FARIDABAD,121005,0.1,1,212505547,1159
INDO AUTOTECH LIMITED,,,,FARIDABAD,121001,0.1,1,212505548,1160
INDO AUTOTECH LIMITED,,,,FARIDABAD,121001,0.1,1,212505549,1161
INDO AUTOTECH LIMITED,,,,FARIDABAD,121005,0.1,1,212505550,1162
INDO AUTOTECH LIMITED,,,,GURGAON,122051,0.1,1,212505551,1163
INDO AUTOTECH LIMITED,,,,JAIPUR,302037,0.1,1,212505552,1164
INDO AUTOTECH LIMITED,,,,AHMEDABAD,382150,0.1,1,212505553,1165
INDO AUTOTECH LIMITED,,,,KOLAR,563101,0.1,1,212505554,1166
LAVA INTERNATIONAL LTD,,,,GAUTAM BUDH NAGAR,201301,0.1,1,212505555,1167
KRISHNA OCEAN PRIVATE LIMITED,,,,RAJKOT,360006,0.1,1,212505315,1168
ASHA NUTS AND DRYFRUITS INC,,,,GHAZIABAD,201102,0.1,1,212505314,1169
DEF SOLUTIONS PRIVATE LIMITED,,,,AHMEDABAD,380004,0.1,1,212505313,1170
POTALIYA ENTERPRISES,,,,JAIPUR,303329,0.1,1,212505312,1171
AKSHAR CORPORATION,,,,AHMEDABAD,380008,0.1,1,212505311,1172
M S MANSAROVAR AGRO SACKS PVT LTD,,,, RANGAREDDY,500055,0.1,1,212505310,1173
HARIOM AGRI IMPEX,,,,RAJKOT,360002,0.1,1,212505309,1174
HARIOM AGRO INDUSTRIES,,,,JUNAGADH,360023,0.1,1,212505308,1175
NAVSARJAN ENGINEERING PVT LTD,,,,GANDHINAGAR,382006,0.1,1,212505307,1176
PRANJAL CREATION,,,,SURAT,395017,0.1,1,212505306,1177
QUICKSPACE TECHNOLOGIES F1  WORKS PVT LTD,,,,THANE,400710,0.1,1,212505305,1178
I NEX FACADE AND INTERIORS,,,,GURGAON,122009,0.1,1,212505304,1179
M S MANSAROVAR AGRO SACKS PVT LTD,,,, RANGAREDDY,500055,0.1,1,212505303,1180
AASTHA ALUMINA PVT. LTD.,,,,GURGAON,122102,0.1,1,212505302,1181
INNOVIC ENERGY LLP,,,,GHAZIABAD,201301,0.1,1,212505301,1182
NAVSARJAN ENGINEERING PVT LTD,,,,GANDHINAGAR,382006,0.1,1,212505300,1183
SHREE NRUSINH KRUPA GAS AGENCY,,,,VADODARA,390020,0.1,1,212505299,1184
MAAN INFRASTRUCTURE PRIVATE LIMITED,,,,NOIDA,201301,0.1,1,212505298,1185
SOFLENE TEXTILES PRIVATE LIMITED,,,,THANE,401404,0.1,1,212505297,1186
RAJGIRI B &AMP; C CO. OP. HSG. SOC. LTD.,,,,MUMBAI,400004,0.1,1,212505296,1187
ARF DESIGN PRIVATE LIMITED,,,,BANGALORE,560102,0.1,1,212505615,1188
SERDIA PHARMACEUTICALS (INDIA) PVT. LTD.,,,,MUMBAI,400012,0.1,1,212505614,1189
I PROCESS SERVICES INDIA PVT LTD,,,,GURGAON,122015,0.1,1,212505613,1190
